DATE,Measure,Value
19640517,TMAX,80
19640517,TOBS,58
19640518,TMIN,55
19640518,TMAX,78
19640518,TOBS,55
19640519,TMIN,55
19640519,TMAX,86
19640519,TOBS,40
19640520,TMIN,40
19640520,TMAX,90
19640520,TOBS,66
19640521,TMIN,41
19640521,TMAX,76
19640521,TOBS,46
19640522,TMIN,46
19640522,TMAX,80
19640522,TOBS,52
19640523,TMIN,NA
19640523,TMAX,NA
19640523,TOBS,NA
19640524,TMIN,60
19640524,TMAX,90
19640524,TOBS,70
19640525,TMIN,NA
19640525,TMAX,NA
19640525,TOBS,NA
19640526,TMIN,NA
19640526,TMAX,NA
19640526,TOBS,NA
19640527,TMIN,NA
19640527,TMAX,NA
19640527,TOBS,NA
19640528,TMIN,48
19640528,TMAX,78
19640528,TOBS,54
19640529,TMIN,NA
19640529,TMAX,NA
19640529,TOBS,NA
19640530,TMIN,40
19640530,TMAX,66
19640530,TOBS,46
19640531,TMIN,46
19640531,TMAX,70
19640531,TOBS,55
19640601,TMIN,55
19640601,TMAX,62
19640601,TOBS,56
19640602,TMIN,55
19640602,TMAX,73
19640602,TOBS,55
19640603,TMIN,48
19640603,TMAX,62
19640603,TOBS,53
19640604,TMIN,45
19640604,TMAX,71
19640604,TOBS,53
19640605,TMIN,NA
19640605,TMAX,NA
19640605,TOBS,NA
19640606,TMIN,53
19640606,TMAX,78
19640606,TOBS,60
19640607,TMIN,60
19640607,TMAX,80
19640607,TOBS,65
19640608,TMIN,64
19640608,TMAX,82
19640608,TOBS,64
19640609,TMIN,NA
19640609,TMAX,NA
19640609,TOBS,NA
19640610,TMIN,64
19640610,TMAX,90
19640610,TOBS,73
19640611,TMIN,NA
19640611,TMAX,NA
19640611,TOBS,NA
19640612,TMIN,53
19640612,TMAX,83
19640612,TOBS,57
19640613,TMIN,57
19640613,TMAX,91
19640613,TOBS,69
19640614,TMIN,69
19640614,TMAX,86
19640614,TOBS,71
19640615,TMIN,71
19640615,TMAX,87
19640615,TOBS,74
19640616,TMIN,NA
19640616,TMAX,NA
19640616,TOBS,NA
19640617,TMIN,NA
19640617,TMAX,NA
19640617,TOBS,NA
19640618,TMIN,NA
19640618,TMAX,87
19640618,TOBS,64
19640619,TMIN,64
19640619,TMAX,77
19640619,TOBS,75
19640620,TMIN,67
19640620,TMAX,90
19640620,TOBS,67
19640621,TMIN,67
19640621,TMAX,89
19640621,TOBS,71
19640622,TMIN,71
19640622,TMAX,85
19640622,TOBS,74
19640623,TMIN,72
19640623,TMAX,89
19640623,TOBS,72
19640624,TMIN,62
19640624,TMAX,92
19640624,TOBS,66
19640625,TMIN,52
19640625,TMAX,79
19640625,TOBS,56
19640626,TMIN,56
19640626,TMAX,81
19640626,TOBS,58
19640627,TMIN,58
19640627,TMAX,87
19640627,TOBS,64
19640628,TMIN,64
19640628,TMAX,92
19640628,TOBS,65
19640629,TMIN,58
19640629,TMAX,90
19640629,TOBS,58
19640630,TMIN,58
19640630,TMAX,92
19640630,TOBS,65
19640701,TMIN,65
19640701,TMAX,90
19640701,TOBS,67
19640702,TMIN,64
19640702,TMAX,84
19640702,TOBS,64
19640703,TMIN,64
19640703,TMAX,85
19640703,TOBS,67
19640704,TMIN,61
19640704,TMAX,91
19640704,TOBS,68
19640705,TMIN,52
19640705,TMAX,75
19640705,TOBS,53
19640706,TMIN,53
19640706,TMAX,80
19640706,TOBS,57
19640707,TMIN,57
19640707,TMAX,82
19640707,TOBS,59
19640708,TMIN,59
19640708,TMAX,72
19640708,TOBS,65
19640709,TMIN,65
19640709,TMAX,79
19640709,TOBS,67
19640710,TMIN,59
19640710,TMAX,78
19640710,TOBS,59
19640711,TMIN,59
19640711,TMAX,82
19640711,TOBS,60
19640712,TMIN,60
19640712,TMAX,85
19640712,TOBS,65
19640713,TMIN,58
19640713,TMAX,70
19640713,TOBS,64
19640714,TMIN,58
19640714,TMAX,72
19640714,TOBS,62
19640715,TMIN,62
19640715,TMAX,76
19640715,TOBS,65
19640716,TMIN,61
19640716,TMAX,84
19640716,TOBS,61
19640717,TMIN,61
19640717,TMAX,87
19640717,TOBS,63
19640718,TMIN,63
19640718,TMAX,90
19640718,TOBS,65
19640719,TMIN,65
19640719,TMAX,87
19640719,TOBS,67
19640720,TMIN,67
19640720,TMAX,89
19640720,TOBS,68
19640721,TMIN,68
19640721,TMAX,90
19640721,TOBS,70
19640722,TMIN,67
19640722,TMAX,91
19640722,TOBS,67
19640723,TMIN,67
19640723,TMAX,90
19640723,TOBS,70
19640724,TMIN,69
19640724,TMAX,90
19640724,TOBS,69
19640725,TMIN,68
19640725,TMAX,90
19640725,TOBS,68
19640726,TMIN,68
19640726,TMAX,92
19640726,TOBS,70
19640727,TMIN,70
19640727,TMAX,90
19640727,TOBS,70
19640728,TMIN,70
19640728,TMAX,93
19640728,TOBS,72
19640729,TMIN,72
19640729,TMAX,90
19640729,TOBS,74
19640730,TMIN,60
19640730,TMAX,87
19640730,TOBS,60
19640731,TMIN,60
19640731,TMAX,84
19640731,TOBS,64
19640801,TMIN,64
19640801,TMAX,85
19640801,TOBS,64
19640802,TMIN,64
19640802,TMAX,90
19640802,TOBS,70
19640803,TMIN,70
19640803,TMAX,95
19640803,TOBS,78
19640804,TMIN,70
19640804,TMAX,98
19640804,TOBS,72
19640805,TMIN,65
19640805,TMAX,92
19640805,TOBS,65
19640806,TMIN,52
19640806,TMAX,88
19640806,TOBS,52
19640807,TMIN,52
19640807,TMAX,87
19640807,TOBS,60
19640808,TMIN,60
19640808,TMAX,92
19640808,TOBS,65
19640809,TMIN,50
19640809,TMAX,83
19640809,TOBS,50
19640810,TMIN,50
19640810,TMAX,74
19640810,TOBS,59
19640811,TMIN,59
19640811,TMAX,90
19640811,TOBS,70
19640812,TMIN,58
19640812,TMAX,92
19640812,TOBS,58
19640813,TMIN,45
19640813,TMAX,70
19640813,TOBS,47
19640814,TMIN,45
19640814,TMAX,69
19640814,TOBS,46
19640815,TMIN,43
19640815,TMAX,76
19640815,TOBS,46
19640816,TMIN,46
19640816,TMAX,76
19640816,TOBS,47
19640817,TMIN,47
19640817,TMAX,80
19640817,TOBS,51
19640818,TMIN,51
19640818,TMAX,84
19640818,TOBS,63
19640819,TMIN,52
19640819,TMAX,85
19640819,TOBS,52
19640820,TMIN,52
19640820,TMAX,81
19640820,TOBS,57
19640821,TMIN,57
19640821,TMAX,91
19640821,TOBS,73
19640822,TMIN,70
19640822,TMAX,87
19640822,TOBS,70
19640823,TMIN,64
19640823,TMAX,80
19640823,TOBS,65
19640824,TMIN,56
19640824,TMAX,81
19640824,TOBS,56
19640825,TMIN,56
19640825,TMAX,82
19640825,TOBS,58
19640826,TMIN,58
19640826,TMAX,81
19640826,TOBS,63
19640827,TMIN,58
19640827,TMAX,80
19640827,TOBS,58
19640828,TMIN,58
19640828,TMAX,87
19640828,TOBS,70
19640829,TMIN,66
19640829,TMAX,91
19640829,TOBS,68
19640830,TMIN,62
19640830,TMAX,84
19640830,TOBS,63
19640831,TMIN,60
19640831,TMAX,92
19640831,TOBS,60
19640901,TMIN,52
19640901,TMAX,82
19640901,TOBS,52
19640902,TMIN,52
19640902,TMAX,79
19640902,TOBS,53
19640903,TMIN,53
19640903,TMAX,82
19640903,TOBS,55
19640904,TMIN,55
19640904,TMAX,88
19640904,TOBS,58
19640905,TMIN,50
19640905,TMAX,90
19640905,TOBS,50
19640906,TMIN,46
19640906,TMAX,81
19640906,TOBS,47
19640907,TMIN,47
19640907,TMAX,99
19640907,TOBS,53
19640908,TMIN,53
19640908,TMAX,95
19640908,TOBS,57
19640909,TMIN,57
19640909,TMAX,93
19640909,TOBS,57
19640910,TMIN,57
19640910,TMAX,95
19640910,TOBS,66
19640911,TMIN,64
19640911,TMAX,99
19640911,TOBS,64
19640912,TMIN,49
19640912,TMAX,74
19640912,TOBS,49
19640913,TMIN,37
19640913,TMAX,71
19640913,TOBS,37
19640914,TMIN,35
19640914,TMAX,72
19640914,TOBS,35
19640915,TMIN,NA
19640915,TMAX,NA
19640915,TOBS,NA
19640916,TMIN,35
19640916,TMAX,86
19640916,TOBS,51
19640917,TMIN,51
19640917,TMAX,86
19640917,TOBS,58
19640918,TMIN,52
19640918,TMAX,83
19640918,TOBS,60
19640919,TMIN,60
19640919,TMAX,64
19640919,TOBS,63
19640920,TMIN,59
19640920,TMAX,78
19640920,TOBS,59
19640921,TMIN,59
19640921,TMAX,87
19640921,TOBS,60
19640922,TMIN,60
19640922,TMAX,89
19640922,TOBS,70
19640923,TMIN,70
19640923,TMAX,80
19640923,TOBS,70
19640924,TMIN,51
19640924,TMAX,75
19640924,TOBS,53
19640925,TMIN,40
19640925,TMAX,61
19640925,TOBS,40
19640926,TMIN,40
19640926,TMAX,72
19640926,TOBS,45
19640927,TMIN,45
19640927,TMAX,77
19640927,TOBS,60
19640928,TMIN,45
19640928,TMAX,61
19640928,TOBS,45
19640929,TMIN,45
19640929,TMAX,54
19640929,TOBS,52
19640930,TMIN,44
19640930,TMAX,65
19640930,TOBS,44
19641001,TMIN,40
19641001,TMAX,71
19641001,TOBS,40
19641002,TMIN,40
19641002,TMAX,77
19641002,TOBS,66
19641003,TMIN,40
19641003,TMAX,80
19641003,TOBS,40
19641004,TMIN,40
19641004,TMAX,76
19641004,TOBS,50
19641005,TMIN,38
19641005,TMAX,65
19641005,TOBS,40
19641006,TMIN,31
19641006,TMAX,57
19641006,TOBS,31
19641007,TMIN,30
19641007,TMAX,61
19641007,TOBS,30
19641008,TMIN,30
19641008,TMAX,69
19641008,TOBS,45
19641009,TMIN,43
19641009,TMAX,65
19641009,TOBS,43
19641010,TMIN,27
19641010,TMAX,55
19641010,TOBS,30
19641011,TMIN,22
19641011,TMAX,52
19641011,TOBS,22
19641012,TMIN,22
19641012,TMAX,60
19641012,TOBS,24
19641013,TMIN,22
19641013,TMAX,70
19641013,TOBS,38
19641014,TMIN,36
19641014,TMAX,75
19641014,TOBS,36
19641015,TMIN,36
19641015,TMAX,76
19641015,TOBS,39
19641016,TMIN,39
19641016,TMAX,77
19641016,TOBS,42
19641017,TMIN,40
19641017,TMAX,80
19641017,TOBS,40
19641018,TMIN,36
19641018,TMAX,82
19641018,TOBS,36
19641019,TMIN,35
19641019,TMAX,78
19641019,TOBS,35
19641020,TMIN,24
19641020,TMAX,54
19641020,TOBS,24
19641021,TMIN,24
19641021,TMAX,52
19641021,TOBS,49
19641022,TMIN,26
19641022,TMAX,70
19641022,TOBS,26
19641023,TMIN,26
19641023,TMAX,60
19641023,TOBS,35
19641024,TMIN,21
19641024,TMAX,55
19641024,TOBS,21
19641025,TMIN,21
19641025,TMAX,61
19641025,TOBS,28
19641026,TMIN,28
19641026,TMAX,74
19641026,TOBS,30
19641027,TMIN,30
19641027,TMAX,75
19641027,TOBS,38
19641028,TMIN,38
19641028,TMAX,70
19641028,TOBS,46
19641029,TMIN,46
19641029,TMAX,73
19641029,TOBS,55
19641030,TMIN,30
19641030,TMAX,66
19641030,TOBS,30
19641031,TMIN,27
19641031,TMAX,60
19641031,TOBS,27
19641101,TMIN,27
19641101,TMAX,69
19641101,TOBS,32
19641102,TMIN,22
19641102,TMAX,77
19641102,TOBS,45
19641103,TMIN,37
19641103,TMAX,74
19641103,TOBS,37
19641104,TMIN,37
19641104,TMAX,75
19641104,TOBS,41
19641105,TMIN,37
19641105,TMAX,78
19641105,TOBS,41
19641106,TMIN,25
19641106,TMAX,67
19641106,TOBS,25
19641107,TMIN,25
19641107,TMAX,65
19641107,TOBS,26
19641108,TMIN,26
19641108,TMAX,66
19641108,TOBS,37
19641109,TMIN,29
19641109,TMAX,65
19641109,TOBS,29
19641110,TMIN,26
19641110,TMAX,69
19641110,TOBS,34
19641111,TMIN,34
19641111,TMAX,74
19641111,TOBS,49
19641112,TMIN,49
19641112,TMAX,74
19641112,TOBS,60
19641113,TMIN,32
19641113,TMAX,72
19641113,TOBS,32
19641114,TMIN,25
19641114,TMAX,65
19641114,TOBS,25
19641115,TMIN,25
19641115,TMAX,70
19641115,TOBS,33
19641116,TMIN,33
19641116,TMAX,69
19641116,TOBS,63
19641117,TMIN,38
19641117,TMAX,68
19641117,TOBS,45
19641118,TMIN,39
19641118,TMAX,56
19641118,TOBS,39
19641119,TMIN,38
19641119,TMAX,51
19641119,TOBS,38
19641120,TMIN,27
19641120,TMAX,41
19641120,TOBS,27
19641121,TMIN,15
19641121,TMAX,41
19641121,TOBS,15
19641122,TMIN,6
19641122,TMAX,24
19641122,TOBS,6
19641123,TMIN,6
19641123,TMAX,34
19641123,TOBS,14
19641124,TMIN,14
19641124,TMAX,50
19641124,TOBS,16
19641125,TMIN,16
19641125,TMAX,56
19641125,TOBS,42
19641126,TMIN,30
19641126,TMAX,46
19641126,TOBS,34
19641127,TMIN,28
19641127,TMAX,51
19641127,TOBS,28
19641128,TMIN,28
19641128,TMAX,64
19641128,TOBS,51
19641129,TMIN,23
19641129,TMAX,55
19641129,TOBS,23
19641130,TMIN,13
19641130,TMAX,35
19641130,TOBS,13
19641201,TMIN,4
19641201,TMAX,26
19641201,TOBS,10
19641202,TMIN,10
19641202,TMAX,31
19641202,TOBS,30
19641203,TMIN,30
19641203,TMAX,41
19641203,TOBS,40
19641204,TMIN,35
19641204,TMAX,42
19641204,TOBS,38
19641205,TMIN,29
19641205,TMAX,39
19641205,TOBS,29
19641206,TMIN,15
19641206,TMAX,30
19641206,TOBS,15
19641207,TMIN,15
19641207,TMAX,29
19641207,TOBS,22
19641208,TMIN,22
19641208,TMAX,35
19641208,TOBS,35
19641209,TMIN,26
19641209,TMAX,35
19641209,TOBS,26
19641210,TMIN,19
19641210,TMAX,34
19641210,TOBS,20
19641211,TMIN,20
19641211,TMAX,45
19641211,TOBS,44
19641212,TMIN,43
19641212,TMAX,54
19641212,TOBS,43
19641213,TMIN,43
19641213,TMAX,56
19641213,TOBS,48
19641214,TMIN,25
19641214,TMAX,48
19641214,TOBS,30
19641215,TMIN,13
19641215,TMAX,42
19641215,TOBS,13
19641216,TMIN,13
19641216,TMAX,30
19641216,TOBS,29
19641217,TMIN,29
19641217,TMAX,49
19641217,TOBS,44
19641218,TMIN,4
19641218,TMAX,44
19641218,TOBS,4
19641219,TMIN,4
19641219,TMAX,21
19641219,TOBS,5
19641220,TMIN,5
19641220,TMAX,34
19641220,TOBS,19
19641221,TMIN,15
19641221,TMAX,39
19641221,TOBS,15
19641222,TMIN,15
19641222,TMAX,42
19641222,TOBS,30
19641223,TMIN,30
19641223,TMAX,47
19641223,TOBS,46
19641224,TMIN,46
19641224,TMAX,62
19641224,TOBS,61
19641225,TMIN,34
19641225,TMAX,67
19641225,TOBS,34
19641226,TMIN,34
19641226,TMAX,47
19641226,TOBS,41
19641227,TMIN,30
19641227,TMAX,42
19641227,TOBS,30
19641228,TMIN,30
19641228,TMAX,33
19641228,TOBS,30
19641229,TMIN,30
19641229,TMAX,36
19641229,TOBS,32
19641230,TMIN,32
19641230,TMAX,58
19641230,TOBS,56
19641231,TMIN,25
19641231,TMAX,62
19641231,TOBS,25
19650101,TMIN,23
19650101,TMAX,44
19650101,TOBS,36
19650102,TMIN,36
19650102,TMAX,55
19650102,TOBS,55
19650103,TMIN,28
19650103,TMAX,57
19650103,TOBS,28
19650104,TMIN,16
19650104,TMAX,40
19650104,TOBS,16
19650105,TMIN,15
19650105,TMAX,45
19650105,TOBS,25
19650106,TMIN,25
19650106,TMAX,45
19650106,TOBS,29
19650107,TMIN,29
19650107,TMAX,52
19650107,TOBS,39
19650108,TMIN,39
19650108,TMAX,64
19650108,TOBS,62
19650109,TMIN,33
19650109,TMAX,64
19650109,TOBS,33
19650110,TMIN,26
19650110,TMAX,34
19650110,TOBS,26
19650111,TMIN,15
19650111,TMAX,34
19650111,TOBS,15
19650112,TMIN,14
19650112,TMAX,43
19650112,TOBS,29
19650113,TMIN,29
19650113,TMAX,45
19650113,TOBS,30
19650114,TMIN,10
19650114,TMAX,37
19650114,TOBS,10
19650115,TMIN,10
19650115,TMAX,26
19650115,TOBS,20
19650116,TMIN,14
19650116,TMAX,30
19650116,TOBS,14
19650117,TMIN,-13
19650117,TMAX,14
19650117,TOBS,-9
19650118,TMIN,-13
19650118,TMAX,22
19650118,TOBS,21
19650119,TMIN,-8
19650119,TMAX,23
19650119,TOBS,-8
19650120,TMIN,-8
19650120,TMAX,36
19650120,TOBS,31
19650121,TMIN,5
19650121,TMAX,34
19650121,TOBS,10
19650122,TMIN,10
19650122,TMAX,46
19650122,TOBS,39
19650123,TMIN,36
19650123,TMAX,51
19650123,TOBS,36
19650124,TMIN,36
19650124,TMAX,54
19650124,TOBS,47
19650125,TMIN,32
19650125,TMAX,51
19650125,TOBS,32
19650126,TMIN,32
19650126,TMAX,54
19650126,TOBS,50
19650127,TMIN,17
19650127,TMAX,55
19650127,TOBS,17
19650128,TMIN,10
19650128,TMAX,36
19650128,TOBS,32
19650129,TMIN,-4
19650129,TMAX,33
19650129,TOBS,-1
19650130,TMIN,-4
19650130,TMAX,11
19650130,TOBS,1
19650131,TMIN,-5
19650131,TMAX,18
19650131,TOBS,-5
19650201,TMIN,-5
19650201,TMAX,19
19650201,TOBS,14
19650202,TMIN,-5
19650202,TMAX,29
19650202,TOBS,-3
19650203,TMIN,-5
19650203,TMAX,14
19650203,TOBS,-1
19650204,TMIN,-10
19650204,TMAX,19
19650204,TOBS,-10
19650205,TMIN,-11
19650205,TMAX,20
19650205,TOBS,-3
19650206,TMIN,-5
19650206,TMAX,47
19650206,TOBS,40
19650207,TMIN,34
19650207,TMAX,53
19650207,TOBS,44
19650208,TMIN,44
19650208,TMAX,53
19650208,TOBS,50
19650209,TMIN,35
19650209,TMAX,52
19650209,TOBS,35
19650210,TMIN,35
19650210,TMAX,64
19650210,TOBS,57
19650211,TMIN,35
19650211,TMAX,64
19650211,TOBS,35
19650212,TMIN,35
19650212,TMAX,56
19650212,TOBS,46
19650213,TMIN,25
19650213,TMAX,47
19650213,TOBS,25
19650214,TMIN,15
19650214,TMAX,35
19650214,TOBS,15
19650215,TMIN,15
19650215,TMAX,39
19650215,TOBS,15
19650216,TMIN,15
19650216,TMAX,49
19650216,TOBS,22
19650217,TMIN,22
19650217,TMAX,54
19650217,TOBS,25
19650218,TMIN,25
19650218,TMAX,54
19650218,TOBS,27
19650219,TMIN,25
19650219,TMAX,51
19650219,TOBS,29
19650220,TMIN,15
19650220,TMAX,33
19650220,TOBS,18
19650221,TMIN,18
19650221,TMAX,53
19650221,TOBS,43
19650222,TMIN,10
19650222,TMAX,45
19650222,TOBS,10
19650223,TMIN,10
19650223,TMAX,25
19650223,TOBS,20
19650224,TMIN,20
19650224,TMAX,30
19650224,TOBS,25
19650225,TMIN,20
19650225,TMAX,25
19650225,TOBS,20
19650226,TMIN,10
19650226,TMAX,24
19650226,TOBS,10
19650227,TMIN,9
19650227,TMAX,23
19650227,TOBS,18
19650228,TMIN,18
19650228,TMAX,54
19650228,TOBS,28
19650301,TMIN,28
19650301,TMAX,64
19650301,TOBS,38
19650302,TMIN,35
19650302,TMAX,69
19650302,TOBS,45
19650303,TMIN,37
19650303,TMAX,48
19650303,TOBS,37
19650304,TMIN,37
19650304,TMAX,49
19650304,TOBS,45
19650305,TMIN,17
19650305,TMAX,46
19650305,TOBS,17
19650306,TMIN,17
19650306,TMAX,35
19650306,TOBS,25
19650307,TMIN,25
19650307,TMAX,37
19650307,TOBS,34
19650308,TMIN,34
19650308,TMAX,40
19650308,TOBS,36
19650309,TMIN,34
19650309,TMAX,39
19650309,TOBS,34
19650310,TMIN,26
19650310,TMAX,37
19650310,TOBS,26
19650311,TMIN,23
19650311,TMAX,31
19650311,TOBS,26
19650312,TMIN,24
19650312,TMAX,39
19650312,TOBS,24
19650313,TMIN,24
19650313,TMAX,47
19650313,TOBS,28
19650314,TMIN,22
19650314,TMAX,50
19650314,TOBS,25
19650315,TMIN,20
19650315,TMAX,41
19650315,TOBS,22
19650316,TMIN,22
19650316,TMAX,50
19650316,TOBS,25
19650317,TMIN,25
19650317,TMAX,59
19650317,TOBS,40
19650318,TMIN,28
19650318,TMAX,64
19650318,TOBS,28
19650319,TMIN,14
19650319,TMAX,38
19650319,TOBS,14
19650320,TMIN,14
19650320,TMAX,25
19650320,TOBS,17
19650321,TMIN,17
19650321,TMAX,29
19650321,TOBS,20
19650322,TMIN,20
19650322,TMAX,37
19650322,TOBS,36
19650323,TMIN,36
19650323,TMAX,59
19650323,TOBS,43
19650324,TMIN,27
19650324,TMAX,57
19650324,TOBS,27
19650325,TMIN,25
19650325,TMAX,36
19650325,TOBS,25
19650326,TMIN,25
19650326,TMAX,37
19650326,TOBS,27
19650327,TMIN,17
19650327,TMAX,30
19650327,TOBS,17
19650328,TMIN,17
19650328,TMAX,45
19650328,TOBS,24
19650329,TMIN,24
19650329,TMAX,64
19650329,TOBS,58
19650330,TMIN,32
19650330,TMAX,58
19650330,TOBS,32
19650331,TMIN,25
19650331,TMAX,47
19650331,TOBS,25
19650401,TMIN,24
19650401,TMAX,47
19650401,TOBS,24
19650402,TMIN,24
19650402,TMAX,65
19650402,TOBS,30
19650403,TMIN,25
19650403,TMAX,42
19650403,TOBS,26
19650404,TMIN,26
19650404,TMAX,48
19650404,TOBS,40
19650405,TMIN,38
19650405,TMAX,59
19650405,TOBS,58
19650406,TMIN,38
19650406,TMAX,63
19650406,TOBS,55
19650407,TMIN,52
19650407,TMAX,76
19650407,TOBS,52
19650408,TMIN,42
19650408,TMAX,73
19650408,TOBS,45
19650409,TMIN,45
19650409,TMAX,77
19650409,TOBS,45
19650410,TMIN,33
19650410,TMAX,57
19650410,TOBS,33
19650411,TMIN,33
19650411,TMAX,64
19650411,TOBS,54
19650412,TMIN,54
19650412,TMAX,79
19650412,TOBS,59
19650413,TMIN,42
19650413,TMAX,63
19650413,TOBS,42
19650414,TMIN,30
19650414,TMAX,57
19650414,TOBS,30
19650415,TMIN,30
19650415,TMAX,57
19650415,TOBS,47
19650416,TMIN,40
19650416,TMAX,59
19650416,TOBS,40
19650417,TMIN,34
19650417,TMAX,55
19650417,TOBS,35
19650418,TMIN,35
19650418,TMAX,74
19650418,TOBS,44
19650419,TMIN,34
19650419,TMAX,66
19650419,TOBS,35
19650420,TMIN,35
19650420,TMAX,65
19650420,TOBS,40
19650421,TMIN,40
19650421,TMAX,73
19650421,TOBS,58
19650422,TMIN,54
19650422,TMAX,82
19650422,TOBS,55
19650423,TMIN,54
19650423,TMAX,74
19650423,TOBS,54
19650424,TMIN,50
19650424,TMAX,80
19650424,TOBS,50
19650425,TMIN,49
19650425,TMAX,57
19650425,TOBS,50
19650426,TMIN,49
19650426,TMAX,67
19650426,TOBS,49
19650427,TMIN,42
19650427,TMAX,52
19650427,TOBS,42
19650428,TMIN,38
19650428,TMAX,56
19650428,TOBS,40
19650429,TMIN,33
19650429,TMAX,62
19650429,TOBS,33
19650430,TMIN,33
19650430,TMAX,65
19650430,TOBS,50
19650601,TMIN,52
19650601,TMAX,83
19650601,TOBS,59
19650602,TMIN,59
19650602,TMAX,87
19650602,TOBS,68
19650603,TMIN,57
19650603,TMAX,84
19650603,TOBS,57
19650604,TMIN,52
19650604,TMAX,73
19650604,TOBS,52
19650605,TMIN,52
19650605,TMAX,81
19650605,TOBS,56
19650606,TMIN,56
19650606,TMAX,89
19650606,TOBS,69
19650607,TMIN,60
19650607,TMAX,88
19650607,TOBS,64
19650608,TMIN,64
19650608,TMAX,77
19650608,TOBS,66
19650609,TMIN,62
19650609,TMAX,82
19650609,TOBS,64
19650610,TMIN,64
19650610,TMAX,84
19650610,TOBS,64
19650611,TMIN,62
19650611,TMAX,85
19650611,TOBS,64
19650612,TMIN,62
19650612,TMAX,86
19650612,TOBS,62
19650613,TMIN,52
19650613,TMAX,85
19650613,TOBS,56
19650614,TMIN,49
19650614,TMAX,77
19650614,TOBS,52
19650615,TMIN,52
19650615,TMAX,76
19650615,TOBS,55
19650616,TMIN,55
19650616,TMAX,77
19650616,TOBS,59
19650617,TMIN,59
19650617,TMAX,79
19650617,TOBS,67
19650618,TMIN,46
19650618,TMAX,76
19650618,TOBS,52
19650619,TMIN,49
19650619,TMAX,78
19650619,TOBS,49
19650620,TMIN,49
19650620,TMAX,84
19650620,TOBS,55
19650621,TMIN,55
19650621,TMAX,86
19650621,TOBS,68
19650622,TMIN,63
19650622,TMAX,87
19650622,TOBS,65
19650623,TMIN,65
19650623,TMAX,91
19650623,TOBS,70
19650624,TMIN,66
19650624,TMAX,84
19650624,TOBS,64
19650625,TMIN,48
19650625,TMAX,81
19650625,TOBS,50
19650626,TMIN,48
19650626,TMAX,80
19650626,TOBS,55
19650627,TMIN,55
19650627,TMAX,88
19650627,TOBS,63
19650628,TMIN,63
19650628,TMAX,92
19650628,TOBS,72
19650629,TMIN,67
19650629,TMAX,90
19650629,TOBS,69
19650630,TMIN,67
19650630,TMAX,90
19650630,TOBS,70
19650701,TMIN,55
19650701,TMAX,79
19650701,TOBS,57
19650702,TMIN,54
19650702,TMAX,78
19650702,TOBS,59
19650703,TMIN,59
19650703,TMAX,74
19650703,TOBS,71
19650704,TMIN,57
19650704,TMAX,83
19650704,TOBS,58
19650705,TMIN,56
19650705,TMAX,85
19650705,TOBS,68
19650706,TMIN,62
19650706,TMAX,83
19650706,TOBS,64
19650707,TMIN,64
19650707,TMAX,85
19650707,TOBS,67
19650708,TMIN,62
19650708,TMAX,80
19650708,TOBS,63
19650709,TMIN,62
19650709,TMAX,85
19650709,TOBS,67
19650710,TMIN,67
19650710,TMAX,82
19650710,TOBS,69
19650711,TMIN,59
19650711,TMAX,79
19650711,TOBS,60
19650712,TMIN,54
19650712,TMAX,80
19650712,TOBS,56
19650713,TMIN,54
19650713,TMAX,82
19650713,TOBS,55
19650714,TMIN,55
19650714,TMAX,88
19650714,TOBS,66
19650715,TMIN,64
19650715,TMAX,88
19650715,TOBS,65
19650716,TMIN,54
19650716,TMAX,88
19650716,TOBS,55
19650717,TMIN,55
19650717,TMAX,84
19650717,TOBS,65
19650718,TMIN,65
19650718,TMAX,81
19650718,TOBS,67
19650719,TMIN,59
19650719,TMAX,80
19650719,TOBS,60
19650720,TMIN,52
19650720,TMAX,82
19650720,TOBS,53
19650721,TMIN,50
19650721,TMAX,78
19650721,TOBS,51
19650722,TMIN,51
19650722,TMAX,83
19650722,TOBS,63
19650723,TMIN,63
19650723,TMAX,88
19650723,TOBS,77
19650724,TMIN,72
19650724,TMAX,91
19650724,TOBS,73
19650725,TMIN,65
19650725,TMAX,94
19650725,TOBS,67
19650726,TMIN,60
19650726,TMAX,84
19650726,TOBS,61
19650727,TMIN,61
19650727,TMAX,87
19650727,TOBS,67
19650728,TMIN,60
19650728,TMAX,83
19650728,TOBS,61
19650729,TMIN,52
19650729,TMAX,84
19650729,TOBS,53
19650730,TMIN,48
19650730,TMAX,75
19650730,TOBS,49
19650731,TMIN,49
19650731,TMAX,78
19650731,TOBS,52
19650801,TMIN,52
19650801,TMAX,78
19650801,TOBS,59
19650802,TMIN,57
19650802,TMAX,75
19650802,TOBS,58
19650803,TMIN,45
19650803,TMAX,73
19650803,TOBS,46
19650804,TMIN,46
19650804,TMAX,77
19650804,TOBS,60
19650805,TMIN,60
19650805,TMAX,80
19650805,TOBS,63
19650806,TMIN,63
19650806,TMAX,91
19650806,TOBS,65
19650807,TMIN,65
19650807,TMAX,91
19650807,TOBS,71
19650808,TMIN,64
19650808,TMAX,77
19650808,TOBS,70
19650809,TMIN,64
19650809,TMAX,78
19650809,TOBS,65
19650810,TMIN,61
19650810,TMAX,80
19650810,TOBS,62
19650811,TMIN,54
19650811,TMAX,78
19650811,TOBS,55
19650812,TMIN,54
19650812,TMAX,81
19650812,TOBS,55
19650813,TMIN,53
